Time_sec,X_2d_X,X_2d_Y,PupilDiameter,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,CameraDirection_X,CameraDirection_Y,CameraDirection_Z,CameraOrigin_X,CameraOrigin_Y,CameraOrigin_Z
1.336615,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.352657,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.369799,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.386534,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.402576,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.419764,0.6171632,1.917437,3.5504,2732.261,-57.84949,62.68441,-0.4788316,-0.8218022,0.3088063,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.436454,0.6163259,1.911431,3.53344,2732.261,-57.84732,62.68386,-0.480573,-0.8207608,0.308871,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.452495,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.469729,0.5530032,1.915407,3.532722,2732.247,-57.84877,62.6473,-0.505968,-0.8265468,0.2466107,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.486373,0.5144839,1.93306,3.580421,2732.239,-57.85482,62.62511,-0.5167865,-0.8308281,0.2065345,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.502415,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.519652,0.511205,1.929154,3.587654,2732.238,-57.85355,62.62321,-0.5188798,-0.8302335,0.203657,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
